=Below Budget,=Above Budget,Address Number,Amount for P&L (% of Gross Sales),Amount for P&L (Margins),Amount for P&L,Amount2,Amount,Amount_%,Amount_Size,Amount_label,Amount in 000s,Selected Category,Calculation2,Gross Margin M,Inventory Turns,Inventory Units,Profit Margin,Selected Year (start),Sales Quantity,Distinct Orders,Inventory Value in 1000,New YYYYMM,Selected Metric Biz Mix,Net Margin Calc Field,=Space,Performance Eval Legend,Inventory Value,Selected Metric (sort),Amount Minus,Category (Margins),Category (group) 1,Category (group),Category Color,Category,Channel,Channel_Filter,CostPrice*StockOH,CostPrice,Customer - Product Desc,Customer - Product Segmentation,Customer Segment (group),Customer,Distribution Channel Mgr,Gross Profit M,SG&A,Indirect Expenses,"Taxes, Interest",COGS,Gross Sales and Profit Amount,Gross Sales Amount,Inventory Value (copy 2),Inventory Value (step1),Customer Location,Operating Income M,Profit M,Net Sales,Operating Margin M,OrderID,Product Category (group),Product Category,Product,Product Type Desc,Region,Region_Filter,Sales Price (weighted avg),SegmentDesc+Region,Customer Segment,Selected Metric Value,Selected Metric Unit,Selected Year (end),StockOH,ThroughputQty,YYYYMM,Year Filter,Year To Date Filter,title_Target,title_COGS,title_Indirect_Expenses,title_Portfolio_Average,title_Margin,title_from_Gross_Sales,title_Selected_Metric
Below Budget,Above Budget,10015793,$167,$167,$167,,$167,,,,0.16659,Baking Goods,1,,2,555,,1/1/2012,,1,9.04095,7/1/2013 12:00:00 AM,0.16659,, ,Above Budget,"$9,041",,-0.16659,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,9040.95,$16,Cooking Oil,Baking Goods,Stores,Hetrick Systems,JL,,,,,,,,"$9,041","$9,041",Sacramento,,,0.16659,,12259,Baking,Baking Goods,Cooking Oil,Baking Goods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,555,1110,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10021184,$165,$165,$165,,$165,,,,0.16505,Baking Goods,1,,5.983471074,60.5,,1/1/2012,,1,1.038785,7/1/2013 12:00:00 AM,0.16505,, ,Above Budget,"$1,039",,-0.16505,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1038.785,$17,Sauces,Baking Goods,Stores,Pacific Sierra Research,JL,,,,,,,,"$1,039","$1,039",Aurora,,,0.16505,,13054,Baking,Baking Goods,Sauces,Baking Goods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,60.5,362,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20008512,"$1,114","$1,114","$1,114",,"$1,114",,,,1.11411,Baking Goods,1,,5.983471074,121,,1/1/2012,,1,2.07757,7/1/2013 12:00:00 AM,1.11411,, ,Above Budget,"$2,078",,-1.11411,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2077.57,$34,Sauces,Baking Goods,Stores,Benedict,JL,,,,,,,,"$4,155","$4,155",Portland,,,1.11411,,27153,Baking,Baking Goods,Sauces,Baking Goods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,121,724,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,$83,$83,$83,,$83,,,,0.08319,Baking Goods,1,,4,6.5,,1/1/2012,,1,0.069485,7/1/2013 12:00:00 AM,0.08319,, ,Above Budget,$69,,-0.08319,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,69.485,$11,Sauces,Baking Goods,Stores,Ra Co Amo,JL,,,,,,,,$69,$69,Rancho Cordova,,,0.08319,,12277,Baking,Baking Goods,Sauces,Baking Goods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,6.5,26,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10019900,$83,$83,$83,,$83,,,,0.08253,Baking Goods,1,,5.983471074,60.5,,1/1/2012,,1,1.038785,7/1/2013 12:00:00 AM,0.08253,, ,Above Budget,"$1,039",,-0.08253,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1038.785,$17,Sauces,Baking Goods,Stores,LiveWire BBS and   Favourite Links,JL,,,,,,,,"$1,039","$1,039",Sacramento,,,0.08253,,12936,Baking,Baking Goods,Sauces,Baking Goods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,60.5,362,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,$430,$430,$430,,$430,,,,0.42969,Baking Goods,1,,1.899665552,149.5,,1/1/2012,,1,0.14422,7/1/2013 12:00:00 AM,0.42969,, ,Above Budget,$144,,-0.42969,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,144.22,$4,Spices,Baking Goods,Stores,Ra Co Amo,JL,,,,,,,,$571,$571,Rancho Cordova,,,0.42969,,39083,Baking,Baking Goods,Spices,Baking Goods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,149.5,284,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,60058056,"$244,535","$244,535","$244,535",,"$244,535",,,,244.53455,Baking Goods,1,,34.014746544,3255,,1/1/2012,,1,422.1735,7/1/2013 12:00:00 AM,244.53455,, ,Above Budget,"$422,174",,-244.53455,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,422173.5,$778,Sugar,Baking Goods,Stores,Deak-Perera Group.,JL,,,,,,,,"$2,533,041","$2,533,041",Kalamazoo,,,244.53455,,79413,Baking,Baking Goods,Sugar,Baking Goods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,3255,110718,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20033176,$0,$0,$0,,$0,,,,0,Baking Goods,1,,0.123711340,97,,1/1/2012,,1,0.17425,7/1/2013 12:00:00 AM,0,, ,Above Budget,$174,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,174.25,$7,Jam,Baking Goods,Stores,Homebound,JL,,,,,,,,$676,$676,Schertz,,,0,,25111,Baking,Baking Goods,Jam,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,97,12,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10009656,$3,$3,$3,,$3,,,,0.00323,Baking Goods,1,,5.981981982,55.5,,1/1/2012,,1,1.25763,7/1/2013 12:00:00 AM,0.00323,, ,Above Budget,"$1,258",,-0.00323,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1257.63,$23,Jam,Baking Goods,Stores,DCS Laboratory,JL,,,,,,,,"$1,258","$1,258",Trinity Center,,,0.00323,,12672,Baking,Baking Goods,Jam,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,55.5,332,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,$333,$333,$333,,$333,,,,0.33334,Baking Goods,1,,4,73,,1/1/2012,,1,1.45489,7/1/2013 12:00:00 AM,0.33334,, ,Above Budget,"$1,455",,-0.33334,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1454.89,$20,Jelly,Baking Goods,Stores,Ra Co Amo,JL,,,,,,,,"$1,455","$1,455",Rancho Cordova,,,0.33334,,12741,Baking,Baking Goods,Jelly,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,73,292,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Baking Goods,1,,4,73,,1/1/2012,,1,1.45489,7/1/2013 12:00:00 AM,0,, ,Above Budget,"$1,455",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1454.89,$20,Jelly,Baking Goods,Stores,Homebound,JL,,,,,,,,"$1,455","$1,455",Schertz,,,0,,13145,Baking,Baking Goods,Jelly,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,73,292,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20019352,"$8,682","$8,682","$8,682",,"$8,682",,,,8.68224,Baking Goods,1,,2,1245,,1/1/2012,,1,53.19885,7/1/2013 12:00:00 AM,8.68224,, ,Above Budget,"$53,199",,-8.68224,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,53198.85,$85,Peanut Butter,Baking Goods,Stores,Deak-Perera Group.,JL,,,,,,,,"$106,398","$106,398",Kalamazoo,,,8.68224,,25824,Baking,Baking Goods,Peanut Butter,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1245,2490,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,"$1,586","$1,586","$1,586",,"$1,586",,,,1.58613,Baking Goods,1,,2.224017232,928.5,,1/1/2012,,1,12.054985,7/1/2013 12:00:00 AM,1.58613,, ,Above Budget,"$12,055",,-1.58613,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,12054.985,$106,Peanut Butter,Baking Goods,Stores,Ra Co Amo,JL,,,,,,,,"$98,337","$98,337",Rancho Cordova,,,1.58613,,39122,Baking,Baking Goods,Peanut Butter,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,928.5,2065,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Baking Goods,1,,2,812.5,,1/1/2012,,1,6.800625,7/1/2013 12:00:00 AM,0,, ,Above Budget,"$6,801",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,6800.625,$8,Peanut Butter,Baking Goods,Stores,Homebound,JL,,,,,,,,"$6,801","$6,801",Schertz,,,0,,13901,Baking,Baking Goods,Peanut Butter,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,812.5,1625,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10011398,$55,$55,$55,,$55,,,,0.05519,Baking Goods,1,,4,625,,1/1/2012,,1,5.39375,7/1/2013 12:00:00 AM,0.05519,, ,Above Budget,"$5,394",,-0.05519,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,5393.75,$9,Preserves,Baking Goods,Stores,Ethyl Corporation,JL,,,,,,,,"$5,394","$5,394",Eugene,,,0.05519,,12828,Baking,Baking Goods,Preserves,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,625,2500,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30029028,"$22,844","$22,844","$22,844",,"$22,844",,,,22.84446,Baking Goods,1,,10.284147010,1823,,1/1/2012,,1,63.29149,7/1/2013 12:00:00 AM,22.84446,, ,Above Budget,"$63,291",,-22.84446,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,63291.49,$109,Preserves,Baking Goods,Stores,Deak-Perera Group.,JL,,,,,,,,"$198,506","$198,506",Kalamazoo,,,22.84446,,39191,Baking,Baking Goods,Preserves,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,1823,18748,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,60134736,"$6,351","$6,351","$6,351",,"$6,351",,,,6.3505,Baking Goods,1,,21.623385452,735.5,,1/1/2012,,1,56.334995,7/1/2013 12:00:00 AM,6.3505,, ,Above Budget,"$56,335",,-6.3505,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,56334.995,$202,Preserves,Baking Goods,Stores,Ra Co Amo,JL,,,,,,,,"$148,277","$148,277",Rancho Cordova,,,6.3505,,77329,Baking,Baking Goods,Preserves,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,735.5,15904,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Baking Goods,1,,2,52,,1/1/2012,,1,0.104,7/1/2013 12:00:00 AM,0,, ,Above Budget,$104,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,104,$2,Preserves,Baking Goods,Stores,Homebound,JL,,,,,,,,$104,$104,Schertz,,,0,,12436,Baking,Baking Goods,Preserves,Jams and Jellies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,52,104,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$0,$0,$0,,$0,,,,0,Beverages,1,,2,5269.5,,1/1/2012,,1,10.539,7/1/2013 12:00:00 AM,0,, ,Above Budget,"$10,539",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10539,$2,Soda,Beverages,Stores,A2Z Solutions,JL,,,,,,,,"$10,539","$10,539",North Highlands,,,0,,12323,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5269.5,10539,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40089824,$240,$240,$240,,$240,,,,0.24018,Beverages,1,,2.085421947,10653,,1/1/2012,,1,21.58074,7/1/2013 12:00:00 AM,0.24018,, ,Above Budget,"$21,581",,-0.24018,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,21580.74,$13,Soda,Beverages,Stores,Ra Co Amo,JL,,,,,,,,"$136,571","$136,571",Rancho Cordova,,,0.24018,,50845,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,10653,22216,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10015793,$19,$19,$19,,$19,,,,0.01949,Beverages,1,,2,5269.5,,1/1/2012,,1,10.539,7/1/2013 12:00:00 AM,0.01949,, ,Above Budget,"$10,539",,-0.01949,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,10539,$2,Soda,Beverages,Stores,Hetrick Systems,JL,,,,,,,,"$10,539","$10,539",Sacramento,,,0.01949,,12984,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5269.5,10539,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10019900,$293,$293,$293,,$293,,,,0.29344,Beverages,1,,37.666666667,9,,1/1/2012,,1,0.65529,7/1/2013 12:00:00 AM,0.29344,, ,Above Budget,$655,,-0.29344,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,655.29,$73,Soda,Beverages,Stores,LiveWire BBS and   Favourite Links,JL,,,,,,,,$655,$655,Sacramento,,,0.29344,,12942,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,9,339,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20033176,$0,$0,$0,,$0,,,,0,Beverages,1,,2,10539,,1/1/2012,,1,21.078,7/1/2013 12:00:00 AM,0,, ,Above Budget,"$21,078",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,21078,$4,Soda,Beverages,Stores,Homebound,JL,,,,,,,,"$42,156","$42,156",Schertz,,,0,,25165,Beverages,Beverages,Soda,Carbonated Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,10539,21078,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10021184,$21,$21,$21,,$21,,,,0.02149,Beverages,1,,6,5.5,,1/1/2012,,1,0.04961,7/1/2013 12:00:00 AM,0.02149,, ,Above Budget,$50,,-0.02149,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,49.61,$9,Flavored Drinks,Beverages,Stores,Pacific Sierra Research,JL,,,,,,,,$50,$50,Aurora,,,0.02149,,13053,Beverages,Beverages,Flavored Drinks,Drinks,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,5.5,33,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,$503,$503,$503,,$503,,,,0.50277,Beverages,1,,,0,,1/1/2012,,1,,7/1/2013 12:00:00 AM,0.50277,, ,Above Budget,,,-0.50277,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,0,$92,Flavored Drinks,Beverages,Stores,Ra Co Amo,JL,,,,,,,,,$0,Rancho Cordova,,,0.50277,,13934,Beverages,Beverages,Flavored Drinks,Drinks,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,0,806,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,40038704,"$230,588","$230,588","$230,588",,"$230,588",,,,230.58826,Beverages,1,,30.002663116,3004,,1/1/2012,,1,261.70848,7/1/2013 12:00:00 AM,230.58826,, ,Above Budget,"$261,708",,-230.58826,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,261708.48,$348,Coffee,Beverages,Stores,Deak-Perera Group.,JL,,,,,,,,"$1,046,834","$1,046,834",Kalamazoo,,,230.58826,,53684,Beverages,Beverages,Coffee,Hot Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,3004,90128,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10022456,$114,$114,$114,,$114,,,,0.11354,Beverages,1,,29.794117647,34,,1/1/2012,,1,0.15266,7/1/2013 12:00:00 AM,0.11354,, ,Above Budget,$153,,-0.11354,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,152.66,$4,Coffee,Beverages,Stores,Ra Co Amo,JL,,,,,,,,$153,$153,Rancho Cordova,,,0.11354,,13365,Beverages,Beverages,Coffee,Hot Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,34,1013,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20044912,$235,$235,$235,,$235,,,,0.23462,Beverages,1,,21.841552142,618.5,,1/1/2012,,1,0.668505,7/1/2013 12:00:00 AM,0.23462,, ,Above Budget,$669,,-0.23462,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,668.505,$4,Juice,Beverages,Stores,Ra Co Amo,JL,,,,,,,,"$2,511","$2,511",Rancho Cordova,,,0.23462,,25593,Beverages,Beverages,Juice,Pure Juice Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,618.5,13509,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Beverages,1,,2,594.5,,1/1/2012,,1,8.53702,7/1/2013 12:00:00 AM,0,, ,Above Budget,"$8,537",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,8537.02,$14,Juice,Beverages,Stores,Homebound,JL,,,,,,,,"$8,537","$8,537",Schertz,,,0,,12636,Beverages,Beverages,Juice,Pure Juice Beverages,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,594.5,1189,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10021184,$23,$23,$23,,$23,,,,0.0227,Breakfast Foods,1,,2,62,,1/1/2012,,1,0.61752,7/1/2013 12:00:00 AM,0.0227,, ,Above Budget,$618,,-0.0227,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,617.52,$10,Cereal,Breakfast Foods,Stores,Pacific Sierra Research,JL,,,,,,,,$618,$618,Aurora,,,0.0227,,13055,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,62,124,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20019352,"$143,804","$143,804","$143,804",,"$143,804",,,,143.80416,Breakfast Foods,1,,14.004608295,434,,1/1/2012,,1,59.4797,7/1/2013 12:00:00 AM,143.80416,, ,Above Budget,"$59,480",,-143.80416,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,59479.7,$274,Cereal,Breakfast Foods,Stores,Deak-Perera Group.,JL,,,,,,,,"$118,959","$118,959",Kalamazoo,,,143.80416,,24585,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,434,6078,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$247,$247,$247,,$247,,,,0.2469,Breakfast Foods,1,,2,51,,1/1/2012,,1,1.67484,7/1/2013 12:00:00 AM,0.2469,, ,Above Budget,"$1,675",,-0.2469,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1674.84,$33,Cereal,Breakfast Foods,Stores,A2Z Solutions,JL,,,,,,,,"$1,675","$1,675",North Highlands,,,0.2469,,12322,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,51,102,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10024262,$34,$34,$34,,$34,,,,0.03438,Breakfast Foods,1,,5.981981982,55.5,,1/1/2012,,1,1.28538,7/1/2013 12:00:00 AM,0.03438,, ,Above Budget,"$1,285",,-0.03438,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1285.38,$23,Cereal,Breakfast Foods,Stores,Signature,JL,,,,,,,,"$1,285","$1,285",Oakland,,,0.03438,,13805,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,55.5,332,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,30067368,$373,$373,$373,,$373,,,,0.37339,Breakfast Foods,1,,5.236842105,114,,1/1/2012,,1,2.582445,7/1/2013 12:00:00 AM,0.37339,, ,Above Budget,"$2,582",,-0.37339,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2582.445,$63,Cereal,Breakfast Foods,Stores,Ra Co Amo,JL,,,,,,,,"$7,215","$7,215",Rancho Cordova,,,0.37339,,40050,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,114,597,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,20031586,$177,$177,$177,,$177,,,,0.17716,Breakfast Foods,1,,6.311475410,61,,1/1/2012,,1,1.381465,7/1/2013 12:00:00 AM,0.17716,, ,Above Budget,"$1,381",,-0.17716,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,1381.465,$41,Cereal,Breakfast Foods,Stores,Hetrick Systems,JL,,,,,,,,"$2,478","$2,478",Sacramento,,,0.17716,,26502,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,61,385,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,120199056,$0,$0,$0,,$0,,,,0,Breakfast Foods,1,,3.523751523,821,,1/1/2012,,1,2.13552,7/1/2013 12:00:00 AM,0,, ,Above Budget,"$2,136",,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,2135.52,$32,Cereal,Breakfast Foods,Stores,Homebound,JL,,,,,,,,"$26,239","$26,239",Schertz,,,0,,157684,Other,Breakfast Foods,Cereal,Breakfast Foods,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,821,2893,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10000466,$267,$267,$267,,$267,,,,0.26676,Canned Foods,1,,2,52.5,,1/1/2012,,1,0.296625,7/1/2013 12:00:00 AM,0.26676,, ,Above Budget,$297,,-0.26676,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,296.625,$6,Anchovies,Canned Foods,Stores,A2Z Solutions,JL,,,,,,,,$297,$297,North Highlands,,,0.26676,,13436,Other,Canned Foods,Anchovies,Canned Anchovies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,52.5,105,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
Below Budget,Above Budget,10016588,$0,$0,$0,,$0,,,,0,Canned Foods,1,,2,52.5,,1/1/2012,,1,0.296625,7/1/2013 12:00:00 AM,0,, ,Above Budget,$297,,0,Net Sales,Net Sales,P&L,,Net Sales,Wholesale,True,296.625,$6,Anchovies,Canned Foods,Stores,Homebound,JL,,,,,,,,$297,$297,Schertz,,,0,,13045,Other,Canned Foods,Anchovies,Canned Anchovies,Americas,True,,Convenience Stores-Americas,Stores,,%,1/1/2013 12:00:00 AM,52.5,105,7/1/2010 12:00:00 AM,False,False,Target,COGS,Indirect Expenses,Portfolio Avg.,Margin,% Gross Sales,Gross Margin in %
